image_id,source,label,split,cross_site
CHNCXR_0583_1,shenzhen,1,train,val
CHNCXR_0584_1,shenzhen,1,test,train
CHNCXR_0585_1,shenzhen,1,train,train
CHNCXR_0586_1,shenzhen,1,val,train
CHNCXR_0587_1,shenzhen,1,val,train
CHNCXR_0588_1,shenzhen,1,train,val
CHNCXR_0589_1,shenzhen,1,train,train
CHNCXR_0590_1,shenzhen,1,train,train
CHNCXR_0591_1,shenzhen,1,train,val
CHNCXR_0592_1,shenzhen,1,test,train
CHNCXR_0593_1,shenzhen,1,train,train
CHNCXR_0594_1,shenzhen,1,train,train
CHNCXR_0595_1,shenzhen,1,train,val
CHNCXR_0596_1,shenzhen,1,test,train
CHNCXR_0597_1,shenzhen,1,train,train
CHNCXR_0598_1,shenzhen,1,train,train
CHNCXR_0599_1,shenzhen,1,train,train
CHNCXR_0600_1,shenzhen,1,train,train
CHNCXR_0601_1,shenzhen,1,test,train
CHNCXR_0602_1,shenzhen,1,train,train
CHNCXR_0603_1,shenzhen,1,val,train
CHNCXR_0604_1,shenzhen,1,train,train
CHNCXR_0605_1,shenzhen,1,val,train
CHNCXR_0606_1,shenzhen,1,train,val
CHNCXR_0607_1,shenzhen,1,train,train
CHNCXR_0608_1,shenzhen,1,train,val
CHNCXR_0609_1,shenzhen,1,train,train
CHNCXR_0610_1,shenzhen,1,test,train
CHNCXR_0611_1,shenzhen,1,train,train
CHNCXR_0612_1,shenzhen,1,val,train
CHNCXR_0613_1,shenzhen,1,train,train
CHNCXR_0614_1,shenzhen,1,train,train
CHNCXR_0615_1,shenzhen,1,test,train
CHNCXR_0616_1,shenzhen,1,train,train
CHNCXR_0617_1,shenzhen,1,train,train
CHNCXR_0618_1,shenzhen,1,val,train
CHNCXR_0619_1,shenzhen,1,train,train
CHNCXR_0620_1,shenzhen,1,train,train
CHNCXR_0621_1,shenzhen,1,train,val
CHNCXR_0622_1,shenzhen,1,val,val
CHNCXR_0623_1,shenzhen,1,train,train
CHNCXR_0624_1,shenzhen,1,train,train
CHNCXR_0625_1,shenzhen,1,test,train
CHNCXR_0626_1,shenzhen,1,train,train
CHNCXR_0627_1,shenzhen,1,train,train
CHNCXR_0628_1,shenzhen,1,val,train
CHNCXR_0629_1,shenzhen,1,train,train
CHNCXR_0630_1,shenzhen,1,val,train
CHNCXR_0631_1,shenzhen,1,train,train
CHNCXR_0632_1,shenzhen,1,train,val
CHNCXR_0633_1,shenzhen,1,val,train
CHNCXR_0634_1,shenzhen,1,train,val
CHNCXR_0635_1,shenzhen,1,train,val
CHNCXR_0636_1,shenzhen,1,train,train
CHNCXR_0637_1,shenzhen,1,train,val
CHNCXR_0638_1,shenzhen,1,val,val
CHNCXR_0639_1,shenzhen,1,val,train
CHNCXR_0640_1,shenzhen,1,train,train
CHNCXR_0641_1,shenzhen,1,train,train
CHNCXR_0642_1,shenzhen,1,train,train
CHNCXR_0643_1,shenzhen,1,train,train
CHNCXR_0644_1,shenzhen,1,train,train
CHNCXR_0645_1,shenzhen,1,test,train
CHNCXR_0646_1,shenzhen,1,train,train
CHNCXR_0647_1,shenzhen,1,train,val
CHNCXR_0648_1,shenzhen,1,test,train
CHNCXR_0649_1,shenzhen,1,train,train
CHNCXR_0650_1,shenzhen,1,train,train
CHNCXR_0651_1,shenzhen,1,train,train
CHNCXR_0652_1,shenzhen,1,train,train
CHNCXR_0653_1,shenzhen,1,test,train
CHNCXR_0654_1,shenzhen,1,train,val
CHNCXR_0655_1,shenzhen,1,val,train
CHNCXR_0656_1,shenzhen,1,train,train
CHNCXR_0657_1,shenzhen,1,train,train
CHNCXR_0658_1,shenzhen,1,train,train
CHNCXR_0659_1,shenzhen,1,train,train
CHNCXR_0660_1,shenzhen,1,train,train
CHNCXR_0661_1,shenzhen,1,train,train
CHNCXR_0662_1,shenzhen,1,train,train
MCUCXR_0001_0,montgomery,0,train,test
MCUCXR_0002_0,montgomery,0,train,test
MCUCXR_0003_0,montgomery,0,test,test
MCUCXR_0004_0,montgomery,0,val,test
MCUCXR_0005_0,montgomery,0,train,test
MCUCXR_0006_0,montgomery,0,test,test
MCUCXR_0008_0,montgomery,0,train,test
MCUCXR_0011_0,montgomery,0,train,test
MCUCXR_0013_0,montgomery,0,train,test
MCUCXR_0015_0,montgomery,0,train,test
MCUCXR_0016_0,montgomery,0,train,test
MCUCXR_0017_0,montgomery,0,train,test
MCUCXR_0019_0,montgomery,0,test,test
MCUCXR_0020_0,montgomery,0,train,test
MCUCXR_0021_0,montgomery,0,val,test
MCUCXR_0022_0,montgomery,0,test,test
MCUCXR_0023_0,montgomery,0,train,test
MCUCXR_0024_0,montgomery,0,train,test
MCUCXR_0026_0,montgomery,0,train,test
MCUCXR_0027_0,montgomery,0,train,test
MCUCXR_0028_0,montgomery,0,train,test
MCUCXR_0029_0,montgomery,0,train,test
MCUCXR_0030_0,montgomery,0,train,test
MCUCXR_0031_0,montgomery,0,train,test
MCUCXR_0035_0,montgomery,0,train,test
MCUCXR_0038_0,montgomery,0,train,test
MCUCXR_0040_0,montgomery,0,train,test
MCUCXR_0041_0,montgomery,0,train,test
MCUCXR_0042_0,montgomery,0,train,test
MCUCXR_0043_0,montgomery,0,train,test
MCUCXR_0044_0,montgomery,0,val,test
MCUCXR_0045_0,montgomery,0,test,test
MCUCXR_0046_0,montgomery,0,train,test
MCUCXR_0047_0,montgomery,0,val,test
MCUCXR_0048_0,montgomery,0,train,test
MCUCXR_0049_0,montgomery,0,train,test
MCUCXR_0051_0,montgomery,0,train,test
MCUCXR_0052_0,montgomery,0,test,test
MCUCXR_0053_0,montgomery,0,train,test
MCUCXR_0054_0,montgomery,0,train,test
MCUCXR_0055_0,montgomery,0,train,test
MCUCXR_0056_0,montgomery,0,train,test
MCUCXR_0057_0,montgomery,0,train,test
MCUCXR_0058_0,montgomery,0,train,test
MCUCXR_0059_0,montgomery,0,train,test
MCUCXR_0060_0,montgomery,0,train,test
MCUCXR_0061_0,montgomery,0,test,test
MCUCXR_0062_0,montgomery,0,train,test
MCUCXR_0063_0,montgomery,0,val,test
MCUCXR_0064_0,montgomery,0,train,test
MCUCXR_0068_0,montgomery,0,test,test
MCUCXR_0069_0,montgomery,0,test,test
MCUCXR_0070_0,montgomery,0,train,test
MCUCXR_0071_0,montgomery,0,val,test
MCUCXR_0072_0,montgomery,0,train,test
MCUCXR_0074_0,montgomery,0,val,test
MCUCXR_0075_0,montgomery,0,train,test
MCUCXR_0077_0,montgomery,0,train,test
MCUCXR_0079_0,montgomery,0,val,test
MCUCXR_0080_0,montgomery,0,train,test
MCUCXR_0081_0,montgomery,0,test,test
MCUCXR_0082_0,montgomery,0,test,test
MCUCXR_0083_0,montgomery,0,train,test
MCUCXR_0084_0,montgomery,0,test,test
MCUCXR_0085_0,montgomery,0,train,test
MCUCXR_0086_0,montgomery,0,val,test
MCUCXR_0087_0,montgomery,0,train,test
MCUCXR_0089_0,montgomery,0,train,test
MCUCXR_0090_0,montgomery,0,train,test
MCUCXR_0091_0,montgomery,0,val,test
MCUCXR_0092_0,montgomery,0,train,test
MCUCXR_0094_0,montgomery,0,train,test
MCUCXR_0095_0,montgomery,0,train,test
MCUCXR_0096_0,montgomery,0,train,test
MCUCXR_0097_0,montgomery,0,train,test
MCUCXR_0099_0,montgomery,0,train,test
MCUCXR_0100_0,montgomery,0,val,test
MCUCXR_0101_0,montgomery,0,val,test
MCUCXR_0102_0,montgomery,0,train,test
MCUCXR_0103_0,montgomery,0,train,test
MCUCXR_0104_1,montgomery,1,test,test
MCUCXR_0108_1,montgomery,1,val,test
MCUCXR_0113_1,montgomery,1,train,test
MCUCXR_0117_1,montgomery,1,test,test
MCUCXR_0126_1,montgomery,1,train,test
MCUCXR_0140_1,montgomery,1,val,test
MCUCXR_0141_1,montgomery,1,train,test
MCUCXR_0142_1,montgomery,1,train,test
MCUCXR_0144_1,montgomery,1,train,test
MCUCXR_0150_1,montgomery,1,train,test
MCUCXR_0162_1,montgomery,1,val,test
MCUCXR_0166_1,montgomery,1,train,test
MCUCXR_0170_1,montgomery,1,train,test
MCUCXR_0173_1,montgomery,1,val,test
MCUCXR_0182_1,montgomery,1,train,test
MCUCXR_0188_1,montgomery,1,train,test
MCUCXR_0194_1,montgomery,1,train,test
MCUCXR_0195_1,montgomery,1,test,test
MCUCXR_0196_1,montgomery,1,train,test
MCUCXR_0203_1,montgomery,1,train,test
MCUCXR_0213_1,montgomery,1,train,test
MCUCXR_0218_1,montgomery,1,test,test
MCUCXR_0223_1,montgomery,1,val,test
MCUCXR_0228_1,montgomery,1,train,test
MCUCXR_0243_1,montgomery,1,val,test
MCUCXR_0251_1,montgomery,1,train,test
MCUCXR_0253_1,montgomery,1,train,test
MCUCXR_0254_1,montgomery,1,train,test
MCUCXR_0255_1,montgomery,1,test,test
MCUCXR_0258_1,montgomery,1,train,test
MCUCXR_0264_1,montgomery,1,train,test
MCUCXR_0266_1,montgomery,1,train,test
MCUCXR_0275_1,montgomery,1,train,test
MCUCXR_0282_1,montgomery,1,test,test
MCUCXR_0289_1,montgomery,1,train,test
MCUCXR_0294_1,montgomery,1,train,test
MCUCXR_0301_1,montgomery,1,train,test
MCUCXR_0309_1,montgomery,1,test,test
MCUCXR_0311_1,montgomery,1,train,test
MCUCXR_0313_1,montgomery,1,train,test
MCUCXR_0316_1,montgomery,1,train,test
MCUCXR_0331_1,montgomery,1,train,test
MCUCXR_0334_1,montgomery,1,train,test
MCUCXR_0338_1,montgomery,1,train,test
MCUCXR_0348_1,montgomery,1,train,test
MCUCXR_0350_1,montgomery,1,train,test
MCUCXR_0352_1,montgomery,1,test,test
MCUCXR_0354_1,montgomery,1,train,test
MCUCXR_0362_1,montgomery,1,val,test
MCUCXR_0367_1,montgomery,1,train,test
MCUCXR_0369_1,montgomery,1,train,test
MCUCXR_0372_1,montgomery,1,train,test
MCUCXR_0375_1,montgomery,1,val,test
MCUCXR_0383_1,montgomery,1,test,test
MCUCXR_0387_1,montgomery,1,train,test
MCUCXR_0390_1,montgomery,1,val,test
MCUCXR_0393_1,montgomery,1,train,test
MCUCXR_0399_1,montgomery,1,train,test
